text,intra_sentence_similarity
and I would brush my teeth and shave and shower,0.312727153
and then I would put on my sweatpants and tshirt,0.263261765
and if its the wintertime Id get on my jacket and winter,0.221053809
and I would go around the block for a walk a couple two,0.265020281
pe especially when its colder you kindof,0.296064794
and so by the time Im Ive done I would go out go out,0.225470737
by then Im sweating,0.240018159
so that gives gives my my it revs up my whole,0.310423046
and thats thats great because it just jumpstarts my whole,0.390808105
and then Ill just undress and cool down and then get,0.329819918
and I dont typically have a morning breakfast,0.267444491
its just something I got used to,0.327098072
and it works really well for me,0.37516582
I I dont consume dairy products because Im lactose intolerant,0.288115054
and so Ill walk to work,0.322455078
its about a twelve minute walk twelve to fifteen minute walk,0.277080327
and then when I get there and I Ill have another half,0.308778316
well maybe almost a full cup but with brown sugar again,0.287966818
and then I settle down because we have all kinds of administrative,0.343285143
and you check your email and other voicemail and all these,0.403904319
so administration consumes alotof time,0.357753605
and by then its eight oclock,0.335494757
then Im ready to get into my work ke for another half an hour,0.203592867
Im ready to get into my youknow the chargeable work,0.216494247
but its the auditing or accounting or tax work,0.408967137
whatever is whatever I have on my desk or whatever is,0.304381967
and so that will take up consume most of my morning,0.286557764
I tend not to eat or snack in the during the day,0.244341984
I Im Im a little bit disciplined with that,0.282574296
because I used to,0.429589182
and I useta be very,0.39797464
and it didnt work well for me,0.275535166
I was very overweight at one time,0.329918921
and I it didnt work well for me,0.276789606
so I and and then I sit down all day,0.318425357
and so thats that became a problem because I was,0.328551561
so I really hadta get rid of the weight,0.298762977
and it changed it made a huge change,0.345531344
so Im actually a pure pure vegan now,0.282907307
and for the last three years,0.392781198
well a total of five years now but mostly so the last three years,0.291063309
and so lunchtime will come around,0.350143939
and I take my lunch,0.321885556
so I I make my own lunch,0.416229635
and and so Ill have lunch between eleven thirty and,0.286333472
I actually go out for a walk,0.308110535
I always get up and go for a walk get some fresh air and come,0.283363312
not a long walk but a short walk,0.371178895
and then Ill have lunch,0.310796291
and by twelve thirty between twelve thirty or one oclock,0.34541744
but in the middle of the day again you might have some,0.34248665
you gotta check your emails or voicemails deal with any other,0.301466137
and and then around one oclock then I really get back,0.362847149
and youknow so one to one to three,0.341091186
so I give it a solid two hours one to three,0.274539053
and then I take a break at three oclock to three fifteen,0.26574865
and I did get some water or or go downstairs and go for a walk,0.251976579
and any other issues that come up again the same the,0.401949137
administrative administrative stuff goes on all the time,0.32715556
and then between three fifteen to five oclock I xxx the chargeable,0.254666716
and then I try to get outof there right after five oclock,0.25650236
so Id pack up at five oclock and youknow do the routine,0.170924053
it depends,0.564249218
it could be personal stuff,0.424233973
it could be client related matters,0.409820467
and then I try to get outta there right at five oclock or,0.230071887
and I make sure Im there at that time every day,0.280578136
tell me the story,0.354539067
okay so hes kicking a soccer ball,0.239602938
and the soccer ball broke the window,0.334728152
and the soccer ball went through the glass pane broke the glass,0.318196654
and hes gotten up the fellow who was sitting at the,0.231383488
it looks like it entered in someones house through the broken,0.319951326
and hes now gotten up,0.238621369
and hes picked up the ball,0.242886215
and hes looking out to see who did that,0.271875352
so starting at one,0.383489221
okay so the mother is giving her child the umbrella because it,0.303805351
and so hes,0.314726114
okay so he didnt he just said goodbye,0.32199651
and he did not take the umbrella,0.285626739
but then when he went out it started to rain,0.363740206
so he I guess he regretted not taking the umbrella,0.306632638
so he became wet,0.295850635
he went he walked through the rain,0.329884887
and he became wet,0.30553478
and he went back home,0.377366245
and looks like he went back home,0.323561519
and he got the umbrella after all,0.291597158
and this story is,0.412090957
alright it looks like the pet the childs pet is up in the tree,0.252706558
and the father is trying to get the pet,0.297629476
and it looks like hes stuck in the tree now aswell,0.235136613
and the dog is barking up the tree,0.317673504
but they call the fire department,0.388059497
and so the fire the ambulance the fire guys are,0.342963398
and theyre gonna go rescue the pet and maybe the father,0.215946153
stepsisters,1
right,0.999999821
and the and the wicked witch,0.462205768
xxx,1
so this is the knight,0.39337638
I guess this is the picture of the the her knight in,0.302657932
I dont Im not sure who the girl and the what the,0.235718772
and this is this is the the the wicked the,0.475921243
and this is Cinderella,0.346571267
they she was more like the housemaid or the house servant,0.310850114
and and these were her friends,0.473968565
the birds were her friends,0.376940966
so shed confide confide in the birds I think,0.313757122
she she would seek comfort in the in the in in,0.356061697
and yeah so they they sort of just they she,0.394817203
and so the the the three stepsisters they they just,0.435477287
so they were horrible to her,0.390425533
and yeah so she so she there you go,0.370316505
she she serves them,0.416541517
and she was their their maid essentially,0.365980029
and the knight who he the,0.455277801
I guess thats the picture,0.340793848
thats the the grand house that they lived in with the picture,0.347603172
and so there you go again,0.406817794
she was always she was their cleaner and housemaid,0.342812628
and thats what thats what that picture shows,0.418586761
and the oh this is the delivery of the invitation,0.374961704
there was the they were going to a ball,0.335204244
right,0.999999821
so there she thats the invitation being delivered,0.340762109
and okay theres the the stepmother whos reading,0.283835828
and and I guess this is probably Cinderella inquiring whether,0.319163322
